# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:100037112	XB-GENE-1006757	polr2g.L	polymerase (RNA) II (DNA directed) polypeptide G L homeolog
GeneID:100037113	XB-GENE-17336943	timm17a.L	uncharacterized protein LOC100037113
GeneID:100037114	XB-GENE-17345175	scd.L	acyl-CoA desaturase
GeneID:100037115	XB-GENE-953640	fbxo31.S	F-box only protein 31-A
GeneID:100037116	XB-GENE-6255266	nckap5l.S	uncharacterized protein LOC100037116
GeneID:100037117	XB-GENE-866455	fbxw4.L	F-box and WD repeat domain containing 4 L homeolog precursor
GeneID:100037118	NA	LOC100037118	uncharacterized protein LOC100037118
GeneID:100037119	XB-GENE-967031	cops4.L	COP9 signalosome subunit 4 L homeolog
GeneID:100037120	XB-GENE-17336533	slc43a2.S	uncharacterized protein LOC100037120
GeneID:100037121	XB-GENE-991403	calhm6.L	uncharacterized protein LOC100037121
GeneID:100037122	XB-GENE-5831830	cd37.L	leukocyte antigen CD37
GeneID:100037123	XB-GENE-865442	ptges2.L	prostaglandin E synthase 2
GeneID:100037124	XB-GENE-6255263	gpc2.L	glypican-6
GeneID:100037125	XB-GENE-6255262	npat.S	protein NPAT
GeneID:100037126	XB-GENE-972605	wdr36.L	WD repeat domain 36 L homeolog
GeneID:100037127	XB-GENE-922310	vcan.L	versican L homeolog
GeneID:100037129	XB-GENE-981903	mmp9.2.L	matrix metallopeptidase 9 gene 2 L homeolog precursor
GeneID:100037130	XB-GENE-992007	as3mt.2.L	arsenite methyltransferase
GeneID:100037131	XB-GENE-6078679	yipf6.L	Yip1 domain family member 6 L homeolog
GeneID:100037132	XB-GENE-967172	ecpas.L	uncharacterized protein LOC100037132
GeneID:100037133	XB-GENE-997392	gapvd1.S	GTPase-activating protein and VPS9 domain-containing protein 1
GeneID:100037134	XB-GENE-960524	fbxo34.L	F-box protein 34 L homeolog
GeneID:100037135	XB-GENE-989271	hs3st3a1.L	heparan sulfate glucosamine 3-O-sulfotransferase 3B1
GeneID:100037136	XB-GENE-981986	stard7.L	StAR related lipid transfer domain containing 7 L homeolog
GeneID:100037137	XB-GENE-946120	coq8a.S	coenzyme Q8A S homeolog
GeneID:100037138	XB-GENE-1006600	nup107.S	nucleoporin 107kDa S homeolog
GeneID:100037139	XB-GENE-865034	znf326.S	DBIRD complex subunit ZNF326
GeneID:100037140	XB-GENE-17333595	lmo7.S	uncharacterized protein LOC100037140
GeneID:100037143	XB-GENE-5888602	marchf6.L	E3 ubiquitin-protein ligase MARCH6
GeneID:100037144	XB-GENE-17343770	ifrd2.S	interferon-related developmental regulator 2
GeneID:100037145	XB-GENE-17337851	rnf14.5.S	uncharacterized protein LOC100037145
GeneID:100037146	XB-GENE-865078	pfkp.S	phosphofructokinase, platelet S homeolog
GeneID:100037147	XB-GENE-17345636	pcbp1.L	poly(rC) binding protein 1 L homeolog
GeneID:100037148	XB-GENE-999029	gramd4.S	GRAM domain-containing protein 4
GeneID:100037149	XB-GENE-5886900	tctn1.L	tectonic-1
GeneID:100037150	XB-GENE-6255255	zswim9.L	uncharacterized protein zswim9.L
GeneID:100037151	XB-GENE-865131	aqp11.L	aquaporin-11
GeneID:100037152	XB-GENE-5953073	lto1.S	oral cancer-overexpressed protein 1 S homeolog
GeneID:100037153	XB-GENE-5843046	nufip2.L	nuclear FMR1 interacting protein 2 L homeolog
GeneID:100037154	XB-GENE-5911758	gigyf1.S	GRB10-interacting GYF protein 1
GeneID:100037155	XB-GENE-5884866	anapc13.2.L	anaphase promoting complex subunit 13, gene 2 L homeolog
GeneID:100037156	XB-GENE-5870211	cep44.L	centrosomal protein of 44 kDa
GeneID:100037157	XB-GENE-6255254	e2f6.L	E2F transcription factor 6 L homeolog
GeneID:100037158	XB-GENE-866222	prok2.S	prokineticin 2 S homeolog precursor
GeneID:100037159	XB-GENE-979715	ssbp1.S	single-stranded DNA-binding protein 1-B, mitochondrial
GeneID:100037160	XB-GENE-5749603	iqca1.L	dynein regulatory complex protein 11
GeneID:100037161	XB-GENE-996251	psmg3.L	proteasome (prosome, macropain) assembly chaperone 3 L homeolog
GeneID:100037162	XB-GENE-17331362	ammecr1l.S	uncharacterized protein LOC100037162
GeneID:100037163	XB-GENE-6255252	cox6b1.S	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) S homeolog
GeneID:100037164	XB-GENE-1016124	cdc42ep4.L	CDC42 effector protein 4 L homeolog
GeneID:100037165	XB-GENE-6255251	epgn.L	epithelial mitogen L homeolog
GeneID:100037167	XB-GENE-6255249	zpbp2.L	zona pellucida binding protein 2 L homeolog precursor
GeneID:100037168	XB-GENE-996214	creb3l2.L	cyclic AMP-responsive element-binding protein 3-like protein 2
GeneID:100037169	XB-GENE-6255248	prpf4b.L	pre-mRNA processing factor 4B L homeolog
GeneID:100037170	XB-GENE-6486378	tln2.S	talin 2 S homeolog
GeneID:100037171	XB-GENE-17338686	cgnl1.S	cingulin-like protein 1
GeneID:100037172	XB-GENE-974903	trip13.L	pachytene checkpoint protein 2 homolog
GeneID:100037173	XB-GENE-6255245	plpbp.L	pyridoxal phosphate binding protein L homeolog
GeneID:100037174	XB-GENE-866435	suv39h2.L	suppressor of variegation 3-9 homolog 2 L homeolog
GeneID:100037175	XB-GENE-6255244	nme3.S	nucleoside diphosphate kinase 3 precursor
GeneID:100037177	NA	LOC100037177	H-2 class II histocompatibility antigen, A-F alpha chain
GeneID:100037178	XB-GENE-6255242	tm4sf5.L	transmembrane 4 L six family member 5 L homeolog
GeneID:100037179	XB-GENE-921672	mep1a.L	meprin A subunit alpha L homeolog precursor
GeneID:100037180	NA	LOC100037180	uncharacterized protein LOC100037180
GeneID:100037182	XB-GENE-865676	ace2.S	angiotensin-converting enzyme 2
GeneID:100037183	XB-GENE-5793251	ugt1a6.S	UDP-glucuronosyltransferase 1-6
GeneID:100037185	XB-GENE-5833300	ttc38.L	tetratricopeptide repeat protein 38
GeneID:100037186	XB-GENE-6255238	gmppb.S	mannose-1-phosphate guanyltransferase beta-B
GeneID:100037187	XB-GENE-951697	uap1.L	UDP-N-acetylglucosamine pyrophosphorylase 1 L homeolog
GeneID:100037188	XB-GENE-969807	wdr74.L	WD repeat domain 74 L homeolog
GeneID:100037189	XB-GENE-984220	cyp3a4.2.L	cytochrome P450 family 3 subfamily A member 4, gene 2 L homeolog
GeneID:100037190	XB-GENE-17345516	sirt6.L	uncharacterized protein LOC100037190
GeneID:100037191	XB-GENE-5903970	cyp2a6.1.L	cytochrome P450 2H2
GeneID:100037192	XB-GENE-969102	ddx1.L	ATP-dependent RNA helicase DDX1
GeneID:100037193	XB-GENE-17342099	hspa14.S	heat shock 70 kDa protein 14-B
GeneID:100037194	XB-GENE-866520	ecsit.S	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial precursor
GeneID:100037195	XB-GENE-985835	mccc2.S	methylcrotonoyl-CoA carboxylase 2 S homeolog
GeneID:100037196	XB-GENE-876975	mpz.S	myelin protein P0 S homeolog isoform MPZ precursor
GeneID:100037197	NA	LOC100037197	uncharacterized protein LOC100037197 precursor
GeneID:100037198	XB-GENE-981224	tnni1.S	troponin I1, slow skeletal type S homeolog
GeneID:100037199	XB-GENE-952120	sri.L	sorcin L homeolog
GeneID:100037200	XB-GENE-5882166	dut.L	deoxyuridine triphosphatase L homeolog
GeneID:100037202	XB-GENE-997608	mfap4.1.S	microfibril associated protein 4 gene 1 S homeolog precursor
GeneID:100037203	XB-GENE-5936543	rgs9bpl.L	RGS9-1 anchoring protein R9AP like L homeolog
GeneID:100037204	NA	LOC100037204	uncharacterized protein LOC100037204 precursor
GeneID:100037205	XB-GENE-877096	cavin4.S	caveolae-associated protein 4
GeneID:100037206	XB-GENE-6254987	dnaja3.L	DnaJ heat shock protein family (Hsp40) member A3 L homeolog
GeneID:100037207	XB-GENE-17342690	fxyd1.S	uncharacterized protein LOC100037207 precursor
GeneID:100037208	XB-GENE-17339715	poldip2.S	uncharacterized protein LOC100037208
GeneID:100037209	XB-GENE-5896841	rbm42.S	RNA-binding protein 42
GeneID:100037210	XB-GENE-6254984	ppt1.L	palmitoyl-protein thioesterase 1 L homeolog precursor
GeneID:100037211	XB-GENE-1018151	rag2.S	V(D)J recombination-activating protein 2
GeneID:100037212	XB-GENE-5861033	actr6.L	ARP6 actin related protein 6 homolog L homeolog
GeneID:100037213	XB-GENE-5796530	XB5796436.L	uncharacterized protein LOC100037213
GeneID:100037214	XB-GENE-5760018	was.L	WASP actin nucleation promoting factor L homeolog
GeneID:100037216	XB-GENE-947701	hibch.L	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
GeneID:100037217	XB-GENE-6078855	XB5745823.L	uncharacterized protein LOC100037217
GeneID:100037218	XB-GENE-6077906	tmem167a.L	protein kish-A precursor
GeneID:100037219	XB-GENE-972843	tha1p.L	probable low-specificity L-threonine aldolase 2
GeneID:100037220	XB-GENE-6254981	rnasek.S	ribonuclease kappa-A
GeneID:100037223	XB-GENE-988165	arhgap18.L	Rho GTPase activating protein 18 L homeolog
GeneID:100037224	XB-GENE-5960259	dynlt5.S	dynein light chain Tctex-type 5-B
GeneID:100037225	XB-GENE-6487219	ucma.L	unique cartilage matrix-associated protein
GeneID:100037226	NA	LOC100037226	signal recognition particle 14 kDa protein
GeneID:100037227	XB-GENE-945748	clec3b.L	C-type lectin domain family 3 member B L homeolog precursor
GeneID:100037228	XB-GENE-6254976	znhit3.L	zinc finger, HIT-type containing 3 L homeolog
GeneID:100037229	XB-GENE-966442	pygb.S	glycogen phosphorylase, muscle form
GeneID:100037230	XB-GENE-1018140	rab8a.S	ras-related protein Rab-8A
GeneID:100037231	XB-GENE-5873321	XB5873314.L	uncharacterized protein LOC100037231
GeneID:100037232	XB-GENE-6254975	eif4b.S	eukaryotic translation initiation factor 4B
GeneID:100037233	XB-GENE-961623	snf8.S	SNF8, ESCRT-II complex subunit S homeolog
GeneID:100037234	XB-GENE-6254974	ccdc12.S	coiled-coil domain containing 12 S homeolog
GeneID:100037235	NA	LOC100037235	uncharacterized protein LOC100037235
GeneID:100037236	XB-GENE-866534	grip2.L	glutamate receptor-interacting protein 2
GeneID:100037237	XB-GENE-6078358	kctd9.S	potassium channel tetramerization domain containing 9 S homeolog
GeneID:100037238	XB-GENE-6054048	uhrf2.L	ubiquitin-like with PHD and ring finger domains 2
GeneID:100037239	XB-GENE-961014	ch25h.L	cholesterol 25-hydroxylase-like protein
GeneID:100037240	XB-GENE-984072	zbtb48.S	zinc finger and BTB domain containing 48 S homeolog
GeneID:100037241	XB-GENE-5885172	tp53i11.L	tumor protein p53 inducible protein 11 L homeolog
GeneID:100037242	XB-GENE-6254972	gpam.S	glycerol-3-phosphate acyltransferase, mitochondrial S homeolog
GeneID:100037243	XB-GENE-986281	alg3.S	ALG3, alpha-1,3- mannosyltransferase S homeolog
GeneID:100037244	XB-GENE-5889615	cyp4f22.S	cytochrome P450 family 4 subfamily F member 22 S homeolog
GeneID:100037245	XB-GENE-995318	ptgs1.S	prostaglandin G/H synthase 1 precursor
GeneID:100037246	XB-GENE-920881	ventx1.2.S	homeobox protein vent1
GeneID:100037247	XB-GENE-955914	gip.L	gastric inhibitory polypeptide precursor
GeneID:100037248	XB-GENE-992308	th.S	tyrosine hydroxylase S homeolog
GeneID:100037249	XB-GENE-865152	apln.L	apelin L homeolog precursor
GeneID:100037250	XB-GENE-1214873	myos.L	myoskeletin L homeolog
GeneID:100037251	XB-GENE-6254971	mmp28.L	matrix metalloproteinase-28 a precursor
GeneID:100037253	XB-GENE-5759520	rps6ka4.L	ribosomal protein S6 kinase, 90kDa, polypeptide 4 L homeolog
GeneID:100048914	XB-GENE-955559	bdnf.S	brain-derived neurotrophic factor precursor
GeneID:100048915	XB-GENE-6255833	dmrt1.S	doublesex- and mab-3-related transcription factor 1B
GeneID:100049085	XB-GENE-984496	ccdc50.L	coiled-coil domain containing 50 L homeolog
GeneID:100049086	XB-GENE-1003379	aifm2.S	ferroptosis suppressor protein 1
GeneID:100049087	XB-GENE-5872358	slc38a7.L	putative sodium-coupled neutral amino acid transporter 7
GeneID:100049088	XB-GENE-6255504	sdk2.L	sidekick cell adhesion molecule 2 L homeolog precursor
GeneID:100049090	XB-GENE-995263	dhx29.L	ATP-dependent RNA helicase DHX29
GeneID:100049091	XB-GENE-6255502	ube2j1.L	ubiquitin conjugating enzyme E2 J1 L homeolog
GeneID:100049092	XB-GENE-1014852	dapl1.L	death-associated protein-like 1-A
GeneID:100049093	XB-GENE-17330499	mcrs1.S	uncharacterized protein LOC100049093
GeneID:100049094	XB-GENE-865199	tcf25.L	transcription factor 25 L homeolog
GeneID:100049096	XB-GENE-6255499	dapl1.S	death-associated protein-like 1-B
GeneID:100049097	XB-GENE-991269	lsm3.S	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated S homeolog
GeneID:100049098	XB-GENE-6255498	cks1b.L	CDC28 protein kinase regulatory subunit 1B L homeolog
GeneID:100049099	XB-GENE-6255497	dynlrb2.S	dynein light chain roadblock-type 2 S homeolog
GeneID:100049100	XB-GENE-6255234	ndufc2.S	NADH:ubiquinone oxidoreductase subunit C2 S homeolog
GeneID:100049101	XB-GENE-6046887	muc2l.L	LOW QUALITY PROTEIN: mucin-5AC
GeneID:100049102	XB-GENE-17330372	xrn2.S	5'-3' exoribonuclease 2
GeneID:100049103	XB-GENE-17337285	fbxo34.S	uncharacterized protein LOC100049103
GeneID:100049104	XB-GENE-944152	ggps1.L	geranylgeranyl diphosphate synthase 1 L homeolog
GeneID:100049105	XB-GENE-5757624	stk17a.L	serine/threonine kinase 17a L homeolog
GeneID:100049106	XB-GENE-6255231	usp30.L	ubiquitin specific peptidase 30 L homeolog
GeneID:100049107	XB-GENE-968318	zbtb14.L	zinc finger protein 161 homolog
GeneID:100049108	XB-GENE-6255230	bmf.S	Bcl2 modifying factor S homeolog
GeneID:100049109	XB-GENE-995607	rae1.L	ribonucleic acid export 1 L homeolog
GeneID:100049110	XB-GENE-6255229	ppp1r37.S	protein phosphatase 1 regulatory subunit 37 S homeolog
GeneID:100049111	XB-GENE-5835284	sarnp.S	SAP domain containing ribonucleoprotein S homeolog
GeneID:100049112	XB-GENE-5757663	mif4gd.L	MIF4G domain-containing protein A
GeneID:100049113	XB-GENE-6255228	dleu7.L	uncharacterized protein LOC100049113
GeneID:100049114	XB-GENE-6255227	dhx37.L	probable ATP-dependent RNA helicase DHX37
GeneID:100049115	XB-GENE-977950	rlf.S	zinc finger protein Rlf
GeneID:100049116	XB-GENE-17340716	hira.L	protein HIRA-like
GeneID:100049117	XB-GENE-6255225	cmc2.S	uncharacterized protein LOC100049117
GeneID:100049118	XB-GENE-956193	calhm4.L	calcium homeostasis modulator protein 4
GeneID:100049119	XB-GENE-922093	cks2.L	CDC28 protein kinase regulatory subunit 2 L homeolog
GeneID:100049120	XB-GENE-17342328	fermt2.S	fermitin family homolog 2
GeneID:100049121	XB-GENE-22164554	XB22164552.L	uncharacterized protein LOC100049121
GeneID:100049122	XB-GENE-5842970	dnajc19.L	DnaJ heat shock protein family (Hsp40) member C19 L homeolog
GeneID:100049123	XB-GENE-5917496	sat2.L	spermidine/spermine N1-acetyltransferase family member 2 L homeolog
GeneID:100049124	XB-GENE-6255222	tstd1.S	uncharacterized protein LOC100049124
GeneID:100049125	XB-GENE-17333605	ndufb4.S	uncharacterized protein LOC100049125
GeneID:100049128	XB-GENE-17341330	siva1.S	uncharacterized protein LOC100049128
GeneID:100049129	XB-GENE-952443	hsbp1.L	heat shock factor binding protein 1 L homeolog
GeneID:100049130	XB-GENE-6255218	spag7.L	sperm-associated antigen 7
GeneID:100049131	XB-GENE-962052	tbrg1.L	transforming growth factor beta regulator 1 L homeolog
GeneID:100049132	XB-GENE-962923	ndufb8.S	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial
GeneID:100049133	XB-GENE-17337060	mespb.S	mesoderm posterior homolog B S homeolog
GeneID:100049134	XB-GENE-6041676	clk1.L	CDC like kinase 1 L homeolog
GeneID:100049135	XB-GENE-998193	alg6.L	ALG6, alpha-1,3-glucosyltransferase L homeolog precursor
GeneID:100049136	XB-GENE-5843355	XB5843130.S	uncharacterized protein LOC100049136
GeneID:100049137	XB-GENE-17336287	micos10.L	uncharacterized protein LOC100049137
GeneID:100049138	XB-GENE-17344486	abhd13.L	uncharacterized protein LOC100049138
GeneID:100049139	XB-GENE-17342071	larp1b.L	uncharacterized protein LOC100049139
GeneID:100049140	XB-GENE-5935923	trip11.L	thyroid receptor-interacting protein 11
GeneID:100049141	XB-GENE-6255213	ankrd35.L	ankyrin repeat domain-containing protein 35
GeneID:100049142	XB-GENE-993965	hnrnpm.L	heterogeneous nuclear ribonucleoprotein M
GeneID:100049143	XB-GENE-1011176	atg16l1.S	autophagy related 16 like 1 S homeolog
GeneID:100049144	XB-GENE-865432	rarb.L	retinoic acid receptor beta
GeneID:100049145	XB-GENE-865523	nr5a1.L	nuclear receptor subfamily 5 group A member 1 L homeolog
GeneID:100049146	XB-GENE-865752	nr0b1.L	nuclear receptor subfamily 0 group B member 1
GeneID:100049147	XB-GENE-5915587	diablo.L	diablo homolog, mitochondrial precursor
GeneID:100049148	XB-GENE-1003886	filip1.S	filamin-A-interacting protein 1
GeneID:100049149	XB-GENE-866212	edem1.L	ER degradation enhancing alpha-mannosidase like protein 1 L homeolog precursor
GeneID:100049150	XB-GENE-6251542	dram1.S	DNA damage regulated autophagy modulator 1 S homeolog
GeneID:100049151	XB-GENE-6078999	zc3h11a.S	zinc finger CCCH-type containing 11A S homeolog
GeneID:100049152	XB-GENE-17339953	mios.L	GATOR complex protein MIOS-B
GeneID:100049153	XB-GENE-866450	mmp20.L	matrix metallopeptidase 20 L homeolog precursor
GeneID:100049154	XB-GENE-989883	nptx1.L	neuronal pentraxin 1 L homeolog precursor
GeneID:100049718	XB-GENE-865280	zeb2.S	zinc finger E-box binding homeobox 2 S homeolog
GeneID:100049719	XB-GENE-17336814	gclc.L	glutamate-cysteine ligase, catalytic subunit L homeolog
GeneID:100049720	XB-GENE-6253947	c17orf58.L	UPF0450 protein C17orf58 homolog
GeneID:100049721	XB-GENE-941631	f9.S	coagulation factor 9 S homeolog precursor
GeneID:100049722	XB-GENE-5936105	nsf.L	vesicle-fusing ATPase
GeneID:100049723	XB-GENE-994042	sra1.S	steroid receptor RNA activator 1 S homeolog
GeneID:100049724	XB-GENE-6253946	zyx.S	zyxin
GeneID:100049725	XB-GENE-6253945	scx.L	scleraxis bHLH transcription factor L homeolog
GeneID:100049728	XB-GENE-5997920	tlr1.L	toll-like receptor 1
GeneID:100049730	XB-GENE-865657	tlr9.L	toll-like receptor 7
GeneID:100049731	XB-GENE-5824073	tlr12.L	toll-like receptor 12
GeneID:100049735	XB-GENE-5956982	tlr21.L	toll-like receptor 13
GeneID:100049736	XB-GENE-5905046	tlr22.S	toll-like receptor 13
GeneID:100049737	NA	LOC100049737	general transcription factor II-I repeat domain-containing protein 2B
GeneID:100049738	XB-GENE-1001725	nop10.S	NOP10 ribonucleoprotein S homeolog
GeneID:100049739	XB-GENE-974974	rnf5.L	ring finger protein 5 L homeolog
GeneID:100049740	XB-GENE-6253943	mien1.S	uncharacterized protein LOC100049740
GeneID:100049741	XB-GENE-5797245	c2orf73.L	uncharacterized protein C2orf73
GeneID:100049742	XB-GENE-6253942	prxl2c.S	peroxiredoxin like 2C S homeolog
GeneID:100049743	XB-GENE-967018	tdp2.S	tyrosyl-DNA phosphodiesterase 2
GeneID:100049744	XB-GENE-979941	eri3.L	ERI1 exoribonuclease 3
GeneID:100049745	XB-GENE-17343279	psmd10.S	26S proteasome non-ATPase regulatory subunit 10
GeneID:100049746	XB-GENE-961637	mrps25.L	28S ribosomal protein S25, mitochondrial
GeneID:100049747	XB-GENE-5826529	spcs2.S	probable signal peptidase complex subunit 2
GeneID:100049748	XB-GENE-5871528	morn2.L	MORN repeat containing 2 L homeolog
GeneID:100049749	XB-GENE-1003512	sbds.S	ribosome maturation protein SBDS
GeneID:100049750	XB-GENE-5896279	XB5895996.L	uncharacterized protein LOC100049750
GeneID:100049751	XB-GENE-955491	nqo1.L	NAD(P)H dehydrogenase, quinone 1 L homeolog
GeneID:100049752	XB-GENE-6486580	pyurf.S	Pigy upstream reading frame S homeolog
GeneID:100049753	XB-GENE-963666	mest.L	mesoderm specific transcript L homeolog precursor
GeneID:100049754	XB-GENE-971228	lsm1.L	LSM1 homolog, mRNA degradation associated L homeolog
GeneID:100049755	XB-GENE-978029	dpcd.S	protein DPCD
GeneID:100049756	NA	LOC100049756	uncharacterized protein C3orf84
GeneID:100049757	XB-GENE-6253938	srd5a1.S	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) S homeolog
GeneID:100049758	XB-GENE-984894	ankrd37.L	ankyrin repeat domain 37 L homeolog
GeneID:100049759	XB-GENE-5932920	hspa14.L	heat shock 70 kDa protein 14-A
GeneID:100049760	XB-GENE-958764	ubp1.L	upstream binding protein 1 L homeolog
GeneID:100049761	XB-GENE-994722	rnf25.L	ring finger protein 25 L homeolog
GeneID:100049762	XB-GENE-6253937	krtcap2.L	uncharacterized protein LOC100049762
GeneID:100049763	NA	LOC100049763	dnaJ homolog subfamily C member 17
GeneID:100049764	XB-GENE-6253935	ccdc32.L	uncharacterized protein LOC100049764
GeneID:100049765	XB-GENE-17333630	sult1b1.L	uncharacterized protein LOC100049765
GeneID:100049766	XB-GENE-6253933	atxn10.L	ataxin-10
GeneID:100049767	XB-GENE-985124	otud6b.S	OTU domain-containing protein 6B
