Q66KW8,NP_001078914.1,NM_001085445.1,GeneID:447126,XB-GENE-1016356
Q8AVU0,NP_001079390.1,NM_001085921.1,GeneID:379077,XB-GENE-959563
Q8AVT6,NP_001079391.1,NM_001085922.1,GeneID:379078,XB-GENE-961986
Q8AVT0,NP_001079392.1,NM_001085923.1,GeneID:379079,XB-GENE-483504
Q8AVS9,NP_001079393.1,NM_001085924.1,GeneID:379080,XB-GENE-967162
Q8AVS8,NP_001079394.1,NM_001085925.1,GeneID:379081,XB-GENE-963192
Q8AVS6,NP_001079395.1,NM_001085926.1,GeneID:379082,XB-GENE-866025
Q7ZYT5,NP_001079396.1,NM_001085927.1,GeneID:379083,XB-GENE-865283
O93513,NP_001079397.1,NM_001085928.1,GeneID:379084,XB-GENE-984204
O12997,NP_001079408.1,NM_001085939.2,GeneID:379095,XB-GENE-865359
Q7ZYS5,NP_001079399.1,NM_001085930.1,GeneID:379086,XB-GENE-17346129
A0A1L8F5I3,NP_001079400.2,NM_001085931.1,GeneID:379087,XB-GENE-5916383
Q8AVR2,NP_001079401.1,NM_001085932.1,GeneID:379088,XB-GENE-6251823
Q8AVR1,NP_001079402.1,NM_001085933.1,GeneID:379089,XB-GENE-6251822
Q8AVD4,NP_001079403.1,NM_001085934.1,GeneID:379090,XB-GENE-22065764
Q8AVQ9,NP_001079404.1,NM_001085935.1,GeneID:379091,XB-GENE-974310
Q8AVQ6,NP_001079405.1,NM_001085936.1,GeneID:379092,XB-GENE-920851
Q8AVQ5,NP_001085601.1,NM_001092132.1,GeneID:444027,XB-GENE-17337902
P23403,XP_041421181.1,XM_041565247.1,GeneID:379094,XB-GENE-1001347
Q8AVD0,NP_001079409.1,NM_001085940.1,GeneID:379096,XB-GENE-17346589
Q8AVC7,NP_001079410.1,NM_001085941.1,GeneID:379097,XB-GENE-6251818
Q8AVP4,XP_018091910.1,XM_018236421.2,GeneID:108701582,XB-GENE-22065780
Q8AVP2,NP_001079412.1,NM_001085943.1,GeneID:379099,XB-GENE-1003693
Q8AVP0,XP_041445059.1,XM_041589125.1,GeneID:379100,XB-GENE-865046
Q8AVC6,XP_041443429.1,XM_041587495.1,GeneID:379101,XB-GENE-6251651
Q8AVN6,NP_001079415.1,NM_001085946.1,GeneID:379102,XB-GENE-6251650
Q8AVN5,NP_001079416.1,NM_001085947.1,GeneID:379103,XB-GENE-979142
Q8AVN0,NP_001079417.1,NM_001085948.1,GeneID:379104,XB-GENE-17334881
Q8AVM3,NP_001079418.1,NM_001085949.1,GeneID:379105,XB-GENE-6078905
Q8AVL9,NP_001079419.1,NM_001085950.1,GeneID:379106,XB-GENE-22252020
Q8AVL6,NP_001079420.1,NM_001085951.1,GeneID:379107,XB-GENE-6251647
Q7ZTR2,NP_001079421.1,NM_001085952.1,GeneID:379108,XB-GENE-5953334
Q8AVL4,NP_001079422.1,NM_001085953.1,GeneID:379109,XB-GENE-6251646
Q8AVL1,NP_001079423.1,NM_001085954.1,GeneID:379110,XB-GENE-17334864
Q8AVL0,NP_001079424.1,NM_001085955.1,GeneID:379111,XB-GENE-995272
Q8AVK8,NP_001079425.1,NM_001085956.2,GeneID:379112,XB-GENE-979004
Q8AVK7,XP_041427824.1,XM_041571890.1,GeneID:379113,XB-GENE-957986
Q8AVK1,NP_001079427.1,NM_001085958.1,GeneID:379114,XB-GENE-6251644
Q9YIB7,NP_001079428.1,NM_001085959.1,GeneID:379115,XB-GENE-6251643
Q8AVC3,NP_001079430.1,NM_001085961.1,GeneID:379117,XB-GENE-990254
Q8AVJ4,NP_001079431.1,NM_001085962.1,GeneID:379118,XB-GENE-17332710
Q7ZYR0,NP_001079432.1,NM_001085963.1,GeneID:379119,XB-GENE-5960343
Q8AVC1,NP_001079433.1,NM_001085964.1,GeneID:379120,XB-GENE-17337640
Q8AVJ2,NP_001079434.1,NM_001085965.1,GeneID:379121,XB-GENE-6251640
Q90XS4,NP_001079435.1,NM_001085966.2,GeneID:379122,XB-GENE-1006209
Q8AVI9,NP_001079436.1,NM_001085967.1,GeneID:379123,XB-GENE-985517
Q8AVI7,NP_001079437.1,NM_001085968.1,GeneID:379124,XB-GENE-983917
Q8AVI5,NP_001079438.1,NM_001085969.1,GeneID:379125,XB-GENE-5846347
Q7ZYQ5,NP_001079439.1,NM_001085970.1,GeneID:379126,XB-GENE-974700
Q8AVI0,NP_001079440.1,NM_001085971.1,GeneID:379127,XB-GENE-999196
Q7ZYQ2,NP_001079441.1,NM_001085972.1,GeneID:379128,XB-GENE-979830
Q8AVH4,NP_001079442.1,NM_001085973.2,GeneID:379129,XB-GENE-866051
Q8AVG7,NP_001079443.1,NM_001085974.1,GeneID:379130,XB-GENE-17342063
Q8AVG5,XP_018106107.1,XM_018250618.2,GeneID:379131,XB-GENE-994288
Q8AVG4,XP_041419827.1,XM_041563893.1,GeneID:379132,XB-GENE-951614
Q7ZYQ1,NP_001079446.1,NM_001085977.1,GeneID:379133,XB-GENE-1009249
Q7ZYP9,XP_041440799.1,XM_041584865.1,GeneID:379135,XB-GENE-6251639
Q7ZYP5,XP_018111901.1,XM_018256412.2,GeneID:379136,XB-GENE-977760
Q8AVF2,NP_001079451.1,NM_001085982.2,GeneID:379138,XB-GENE-866320
Q8AVE8,NP_001079452.1,NM_001085983.1,GeneID:379139,XB-GENE-6251637
Q32N23,NP_001079453.1,NM_001085984.1,GeneID:379140,XB-GENE-943588
Q32N22,NP_001079454.1,NM_001085985.1,GeneID:379141,XB-GENE-992279
Q7ZYP1,NP_001079455.1,NM_001085986.1,GeneID:379142,XB-GENE-17335295
Q7ZYN9,NP_001079456.1,NM_001085987.1,GeneID:379143,XB-GENE-17330213
Q7ZYN8,NP_001079457.1,NM_001085988.1,GeneID:379144,XB-GENE-17343832
Q7ZYN3,NP_001079458.1,NM_001085989.1,GeneID:379145,XB-GENE-17345693
Q91870,NP_001079459.1,NM_001085990.1,GeneID:379146,XB-GENE-5815312
Q7ZYN1,XP_018097236.1,XM_018241747.2,GeneID:379147,XB-GENE-6251632
Q7ZYM7,XP_018117113.1,XM_018261624.2,GeneID:379148,XB-GENE-1015806
Q7ZYM4,XP_018106116.1,XM_018250627.2,GeneID:379149,XB-GENE-967849
Q7ZYL9,NP_001079463.1,NM_001085994.1,GeneID:379150,XB-GENE-959967
Q7ZYL8,NP_001079464.1,NM_001085995.1,GeneID:379151,XB-GENE-17337758
Q7ZYL6,NP_001079465.1,NM_001085996.1,GeneID:379152,XB-GENE-950977
Q7ZTQ3,NP_001079467.1,NM_001085998.1,GeneID:379154,XB-GENE-17339178
Q7ZYK4,NP_001079470.1,NM_001086001.1,GeneID:379157,XB-GENE-5872479
P51990,NP_001079471.1,NM_001086002.1,GeneID:379158,XB-GENE-17340471
Q7ZYJ7,NP_001079473.1,NM_001086004.1,GeneID:379160,XB-GENE-6251626
Q7ZYJ6,NP_001079474.1,NM_001086005.1,GeneID:379161,XB-GENE-6251625
Q7ZYJ5,XP_018103491.1,XM_018248002.2,GeneID:379162,XB-GENE-17346305
Q7ZYJ3,NP_001079476.1,NM_001086007.1,GeneID:379163,XB-GENE-979728
Q7ZYJ2,NP_001079477.1,NM_001086008.1,GeneID:379164,XB-GENE-865881
Q7ZYJ0,XP_018103492.1,XM_018248003.2,GeneID:379165,XB-GENE-956115
Q7ZYI9,NP_001079479.1,NM_001086010.1,GeneID:379166,XB-GENE-6251623
Q7ZYI2,NP_001079480.1,NM_001086011.1,GeneID:379167,XB-GENE-17344790
Q7ZYH6,NP_001079481.1,NM_001086012.1,GeneID:379168,XB-GENE-876576
A1A626,NP_001079483.1,NM_001086014.1,GeneID:379170,XB-GENE-5910111
Q7ZYF9,NP_001079484.1,NM_001086015.1,GeneID:379171,XB-GENE-6251621
P45593,NP_001079485.1,NM_001086016.1,GeneID:379172,XB-GENE-6251620
Q7ZYF7,XP_018089495.1,XM_018234006.2,GeneID:379173,XB-GENE-977676
Q7ZYF6,NP_001079487.1,NM_001086018.1,GeneID:379174,XB-GENE-969280
Q7ZYF3,NP_001079488.1,NM_001086019.1,GeneID:379175,XB-GENE-6045553
Q7ZYE4,NP_001079489.1,NM_001086020.1,GeneID:379176,XB-GENE-876395
Q7ZYE3,NP_001079490.1,NM_001086021.1,GeneID:379177,XB-GENE-962781
Q7ZYD9,NP_001079491.1,NM_001086022.1,GeneID:379178,XB-GENE-6251619
Q7ZYD3,NP_001079492.1,NM_001086023.1,GeneID:379179,XB-GENE-5744211
Q7ZYC8,XP_018111912.1,XM_018256423.2,GeneID:379180,XB-GENE-958379
Q7ZYC4,NP_001079494.1,NM_001086025.1,GeneID:379181,XB-GENE-1006643
Q2VPH3,NP_001079495.1,NM_001086026.1,GeneID:379182,XB-GENE-17339638
Q7ZYC1,XP_018114826.1,XM_018259337.2,GeneID:379183,XB-GENE-1021791
Q7ZYB7,XP_041421187.1,XM_041565253.1,GeneID:379184,XB-GENE-22063332
Q7ZYB3,NP_001079498.1,NM_001086029.1,GeneID:379185,XB-GENE-6251616
Q7ZYA5,NP_001079500.1,NM_001086031.1,GeneID:379187,XB-GENE-940708
Q7ZYA1,NP_001079501.1,NM_001086032.1,GeneID:379188,XB-GENE-982887
P59480,NP_001079503.1,NM_001086034.1,GeneID:379190,XB-GENE-6078150
Q7ZY95,NP_001079504.1,NM_001086035.1,GeneID:379191,XB-GENE-987747
Q7SYH2,NP_001079505.1,NM_001086036.1,GeneID:379192,XB-GENE-865580
A0A8J0PNL7,NP_001079506.2,NM_001086037.2,GeneID:379193,XB-GENE-5781498
Q7ZTP6,NP_001079507.1,NM_001086038.1,GeneID:379194,XB-GENE-1019578
Q7ZY75,XP_018111914.1,XM_018256425.2,GeneID:379195,XB-GENE-5740241
Q7ZY70,NP_001079509.1,NM_001086040.1,GeneID:379196,XB-GENE-17331668
Q91560,NP_001079510.1,NM_001086041.1,GeneID:379197,XB-GENE-6251614
Q91554,NP_001079511.1,NM_001086042.1,GeneID:379198,XB-GENE-6251613
Q7ZY58,NP_001079512.1,NM_001086043.1,GeneID:379199,XB-GENE-949351
Q7ZY56,NP_001079513.1,NM_001086044.1,GeneID:379200,XB-GENE-5772487
Q7ZY55,NP_001079514.1,NM_001086045.1,GeneID:379201,XB-GENE-17344552
Q7ZY50,NP_001079515.1,NM_001086046.1,GeneID:379202,XB-GENE-17341812
Q7ZY46,NP_001079516.1,NM_001086047.1,GeneID:379203,XB-GENE-987968
Q7ZTP4,NP_001079517.1,NM_001086048.1,GeneID:379204,XB-GENE-6256371
Q7ZY41,NP_001079518.1,NM_001086049.1,GeneID:379205,XB-GENE-961257
Q7ZY39,NP_001079519.1,NM_001086050.2,GeneID:379206,XB-GENE-17334862
Q7ZY35,NP_001079521.1,NM_001086052.1,GeneID:379208,XB-GENE-1188271
Q640J4,NP_001079522.1,NM_001086053.1,GeneID:379209,XB-GENE-17346208
Q7ZTP0,NP_001079523.1,NM_001086054.1,GeneID:379210,XB-GENE-5788976
Q7ZY29,NP_001079524.1,NM_001086055.1,GeneID:379211,XB-GENE-985143
Q7ZY27,NP_001079525.1,NM_001086056.1,GeneID:379212,XB-GENE-1006781
Q7ZY26,NP_001079526.1,NM_001086057.1,GeneID:379213,XB-GENE-950038
P70006,NP_001079527.1,NM_001086058.1,GeneID:379214,XB-GENE-865755
P70094,NP_001081609.1,NM_001088140.2,GeneID:397949,XB-GENE-17342536
Q7ZY21,NP_001079529.1,NM_001086060.1,GeneID:379216,XB-GENE-865209
Q7ZY19,NP_001079530.1,NM_001086061.1,GeneID:379217,XB-GENE-17334177
Q7ZY14,NP_001079531.1,NM_001086062.1,GeneID:379218,XB-GENE-5802109
Q7ZY13,NP_001079532.1,NM_001086063.1,GeneID:379219,XB-GENE-485341
P13602,NP_001079533.1,NM_001086064.2,GeneID:379220,XB-GENE-866032
Q7ZY07,NP_001079534.1,NM_001086065.1,GeneID:379221,XB-GENE-5802954
Q91399,XP_018100241.1,XM_018244752.2,GeneID:379222,XB-GENE-6256366
Q7ZXZ9,NP_001079536.1,NM_001086067.1,GeneID:379223,XB-GENE-972651
Q7ZXZ4,NP_001079537.1,NM_001086068.1,GeneID:379224,XB-GENE-864848
Q7ZXY9,XP_018114319.1,XM_018258830.2,GeneID:379225,XB-GENE-995684
Q7ZTN6,NP_001079539.1,NM_001086070.1,GeneID:379226,XB-GENE-6256365
Q7ZXY0,NP_001079540.1,NM_001086071.1,GeneID:379227,XB-GENE-969423
Q7ZXX6,NP_001079541.1,NM_001086072.1,GeneID:379228,XB-GENE-6256364
Q7ZXX4,XP_041447080.1,XM_041591146.1,GeneID:379229,XB-GENE-951253
Q7ZXX0,NP_001079543.1,NM_001086074.1,GeneID:379230,XB-GENE-5954765
Q7ZXW8,NP_001079544.1,NM_001086075.1,GeneID:379231,XB-GENE-17330337
Q7ZXV9,NP_001079545.1,NM_001086076.1,GeneID:379232,XB-GENE-959887
Q7ZTN5,NP_001079546.1,NM_001086077.1,GeneID:379233,XB-GENE-6256362
Q7ZXV6,NP_001079547.1,NM_001086078.1,GeneID:379234,XB-GENE-984880
Q7ZXU7,NP_001079548.1,NM_001086079.1,GeneID:379235,XB-GENE-988537
Q7ZXT7,NP_001079549.1,NM_001086080.1,GeneID:379236,XB-GENE-5738730
Q7ZXT6,NP_001079550.1,NM_001086081.1,GeneID:379237,XB-GENE-6078840
Q7ZXT4,NP_001079551.1,NM_001086082.1,GeneID:379238,XB-GENE-968501
Q7ZXT3,NP_001079552.1,NM_001086083.1,GeneID:379239,XB-GENE-5839889
Q7ZXS7,NP_001079553.1,NM_001086084.1,GeneID:379240,XB-GENE-5905192
Q7ZXS4,XP_018111923.1,XM_018256434.2,GeneID:379241,XB-GENE-6256361
Q7ZXR9,NP_001079555.1,NM_001086086.1,GeneID:379242,NA
Q8QGC6,XP_018114838.1,XM_018259349.2,GeneID:379243,XB-GENE-865200
Q7ZXR2,NP_001079557.1,NM_001086088.1,GeneID:379244,XB-GENE-17342021
Q7ZXR1,NP_001079558.1,NM_001086089.1,GeneID:379245,XB-GENE-986601
Q7ZXQ6,NP_001079559.1,NM_001086090.1,GeneID:379246,XB-GENE-951396
Q7ZXQ3,NP_001079560.1,NM_001086091.1,GeneID:379247,XB-GENE-6256358
Q7ZXQ1,NP_001079561.1,NM_001086092.1,GeneID:379248,XB-GENE-6078654
Q7ZTN1,NP_001079562.1,NM_001086093.1,GeneID:379249,XB-GENE-995515
Q98SF9,NP_001079564.1,NM_001086095.1,GeneID:379251,XB-GENE-17345003
Q7ZXP3,XP_018084084.1,XM_018228595.2,GeneID:379252,XB-GENE-996175
Q7ZXN9,NP_001079566.1,NM_001086097.1,GeneID:379253,XB-GENE-17338282
Q9DGE5,NP_001079567.1,NM_001086098.1,GeneID:379254,XB-GENE-17341299
Q7ZXN5,NP_001079568.1,NM_001086099.1,GeneID:379255,XB-GENE-6256353
Q7ZXM7,XP_018089501.1,XM_018234012.2,GeneID:379256,XB-GENE-6256352
Q7ZXM4,XP_018119719.1,XM_018264230.2,GeneID:379257,XB-GENE-6256351
Q7ZXM1,NP_001079572.1,NM_001086103.1,GeneID:379259,XB-GENE-1010200
Q8AWG0,NP_001079573.1,NM_001086104.1,GeneID:379260,XB-GENE-6256350
Q7ZXL3,NP_001079574.1,NM_001086105.1,GeneID:379261,XB-GENE-17337149
Q7ZXK6,NP_001079575.1,NM_001086106.1,GeneID:379262,XB-GENE-865925
Q91764,NP_001079576.1,NM_001086107.1,GeneID:379263,XB-GENE-17333866
Q7ZXK3,NP_001079577.1,NM_001086108.1,GeneID:379264,XB-GENE-1020979
Q9I8B3,NP_001079578.1,NM_001086109.1,GeneID:379265,XB-GENE-6256347
Q9YH44,NP_001079579.1,NM_001086110.1,GeneID:379266,XB-GENE-6256346
P17663,NP_001079580.1,NM_001086111.1,GeneID:379267,XB-GENE-6256345
Q7ZXJ3,NP_001079581.1,NM_001086112.1,GeneID:379268,XB-GENE-957169
A0A1L8HGJ3,XP_041436766.1,XM_041580832.1,GeneID:379270,XB-GENE-942655
Q7ZTM1,NP_001079584.1,NM_001086115.1,GeneID:379271,XB-GENE-866629
Q7ZXH2,NP_001079585.1,NM_001086116.1,GeneID:379272,XB-GENE-6256344
Q7ZXH1,XP_018114839.1,XM_018259350.2,GeneID:379273,XB-GENE-17334842
A0A8J0PNW7,NP_001079587.2,NM_001086118.2,GeneID:379274,XB-GENE-17343919
Q7ZXG6,NP_001079588.1,NM_001086119.1,GeneID:379275,XB-GENE-1013734
Q7ZXG5,NP_001079589.1,NM_001086120.1,GeneID:379276,XB-GENE-6075095
Q7ZXF8,NP_001079590.1,NM_001086121.1,GeneID:379277,XB-GENE-1009638
Q7ZXF5,NP_001079591.1,NM_001086122.1,GeneID:379278,XB-GENE-973782
Q7ZXF0,NP_001079592.1,NM_001086123.1,GeneID:379279,XB-GENE-962714
Q7ZXE2,NP_001079593.1,NM_001086124.1,GeneID:379280,XB-GENE-963644
Q7ZXD6,XP_018089504.1,XM_018234015.2,GeneID:379281,XB-GENE-865867
Q7ZXD4,NP_001079595.1,NM_001086126.1,GeneID:379282,XB-GENE-6077624
Q7ZXD3,NP_001079596.1,NM_001086127.1,GeneID:379283,XB-GENE-6256341
Q7ZXD0,NP_001079597.1,NM_001086128.1,GeneID:379284,XB-GENE-17336098
Q7ZXC4,NP_001079598.1,NM_001086129.1,GeneID:379285,XB-GENE-17331725
Q7ZXB2,NP_001079599.1,NM_001086130.1,GeneID:379286,XB-GENE-5819719
Q7ZXA4,NP_001079600.1,NM_001086131.1,GeneID:379287,XB-GENE-5749532
Q7ZTL3,NP_001079601.1,NM_001086132.1,GeneID:379288,XB-GENE-977144
Q7ZXA2,NP_001079602.1,NM_001086133.1,GeneID:379289,XB-GENE-17330483
Q7ZXA0,NP_001079603.1,NM_001086134.1,GeneID:379290,XB-GENE-5765525
Q7ZX97,NP_001079604.1,NM_001086135.1,GeneID:379291,XB-GENE-6256337
Q7ZX94,NP_001079605.1,NM_001086136.1,GeneID:379292,XB-GENE-994794
Q7ZX88,NP_001079606.1,NM_001086137.1,GeneID:379293,XB-GENE-5757149
Q7ZX86,NP_001079607.1,NM_001086138.1,GeneID:379294,XB-GENE-17343226
Q7ZX85,NP_001079608.1,NM_001086139.1,GeneID:379295,XB-GENE-947538
Q7ZX83,NP_001079609.1,NM_001086140.1,GeneID:379296,XB-GENE-866408
Q7ZX81,NP_001079610.1,NM_001086141.1,GeneID:379297,XB-GENE-5820991
Q7ZX78,NP_001079611.1,NM_001086142.1,GeneID:379298,XB-GENE-5772737
Q7ZX76,XP_041436773.1,XM_041580839.1,GeneID:379299,XB-GENE-960515
A0A8J0PNS0,NP_001079613.2,NM_001086144.1,GeneID:379300,XB-GENE-978269
Q32N78,NP_001079614.1,NM_001086145.1,GeneID:379301,XB-GENE-6256098
O93501,NP_001079615.1,NM_001086146.1,GeneID:379302,XB-GENE-997796
Q7ZX68,XP_041423004.1,XM_041567070.1,GeneID:379303,XB-GENE-945612
Q7ZX65,NP_001079617.1,NM_001086148.1,GeneID:379304,XB-GENE-949281
Q7ZX64,NP_001079618.1,NM_001086149.1,GeneID:379305,XB-GENE-940318
Q7ZX61,XP_018100254.1,XM_018244765.2,GeneID:379306,XB-GENE-6256097
Q7ZX60,NP_001079620.1,NM_001086151.1,GeneID:379307,XB-GENE-6256096
Q7ZX53,NP_001079621.1,NM_001086152.1,GeneID:379308,XB-GENE-5824727
Q7ZX52,NP_001079622.1,NM_001086153.1,GeneID:379309,XB-GENE-17331529
Q7ZX48,XP_018109539.1,XM_018254050.2,GeneID:379310,XB-GENE-966454
Q7ZX47,NP_001079624.1,NM_001086155.1,GeneID:379311,XB-GENE-17336490
Q7ZX46,NP_001079625.1,NM_001086156.1,GeneID:379312,XB-GENE-17345746
Q7ZX36,NP_001079626.1,NM_001086157.1,GeneID:379313,XB-GENE-945490
Q7ZX34,NP_001079627.1,NM_001086158.2,GeneID:379314,XB-GENE-960234
Q7ZX26,NP_001079628.1,NM_001086159.1,GeneID:379315,XB-GENE-17342557
A0A8J0PP54,NP_001079630.2,NM_001086161.1,GeneID:379317,XB-GENE-1010880
Q7ZX17,NP_001079631.1,NM_001086162.1,GeneID:379318,XB-GENE-5867368
Q7ZTK6,NP_001079632.1,NM_001086163.1,GeneID:379319,XB-GENE-955429
Q7ZX01,NP_001079633.1,NM_001086164.1,GeneID:379320,XB-GENE-980189
O42480,NP_001079634.1,NM_001086165.1,GeneID:379321,XB-GENE-919785
Q7ZWY4,NP_001079636.1,NM_001086167.1,GeneID:379323,XB-GENE-17336606
Q32N81,NP_001079637.1,NM_001086168.1,GeneID:379324,XB-GENE-866058
Q7ZWY2,NP_001079638.1,NM_001086169.1,GeneID:379325,XB-GENE-1013261
Q7ZWY1,NP_001079639.1,NM_001086170.1,GeneID:379326,XB-GENE-6077828
Q7ZWY0,NP_001079640.1,NM_001086171.1,GeneID:379327,XB-GENE-968930
Q7ZWX9,NP_001079641.1,NM_001086172.1,GeneID:379328,XB-GENE-6256089
Q7ZWX8,NP_001079642.1,NM_001086173.1,GeneID:379329,XB-GENE-5891700
Q7ZSY1,NP_001079643.1,NM_001086174.1,GeneID:379330,XB-GENE-983749
Q7ZWX5,NP_001079644.1,NM_001086175.1,GeneID:379331,XB-GENE-17337913
Q7ZWX4,XP_018121709.1,XM_018266220.2,GeneID:379332,XB-GENE-1013019
Q7ZWX3,NP_001079646.1,NM_001086177.1,GeneID:379333,XB-GENE-865987
Q7ZWX1,NP_001079647.1,NM_001086178.1,GeneID:379334,XB-GENE-865817
Q9I8M5,NP_001079648.1,NM_001086179.1,GeneID:379335,XB-GENE-865287
O12975,XP_018096098.1,XM_018240609.2,GeneID:379336,XB-GENE-959797
Q7ZWW7,NP_001079650.1,NM_001086181.1,GeneID:379337,XB-GENE-942518
Q7ZWW6,NP_001079651.1,NM_001086182.1,GeneID:379338,XB-GENE-17343151
Q7ZWW3,NP_001079652.1,NM_001086183.1,GeneID:379339,NA
Q7ZWV8,NP_001079653.1,NM_001086184.1,GeneID:379340,XB-GENE-950189
Q7ZTK0,NP_001079654.1,NM_001086185.1,GeneID:379341,XB-GENE-17345775
Q7ZWV7,NP_001079655.1,NM_001086186.1,GeneID:379342,XB-GENE-17331221
Q7ZWT9,NP_001079657.1,NM_001086188.1,GeneID:379344,XB-GENE-17340497
Q7ZWT4,NP_001079658.1,NM_001086189.1,GeneID:379345,XB-GENE-865516
Q7ZWT0,NP_001079659.1,NM_001086190.1,GeneID:379346,XB-GENE-17330762
Q7ZTJ6,NP_001079660.1,NM_001086191.1,GeneID:379347,XB-GENE-962696
Q7ZWS4,NP_001079661.1,NM_001086192.1,GeneID:379348,XB-GENE-941836
Q7ZWS1,NP_001079662.1,NM_001086193.1,GeneID:379349,XB-GENE-943243
Q7ZWS0,NP_001079663.1,NM_001086194.1,GeneID:379350,NA
Q7ZWR7,NP_001079664.1,NM_001086195.1,GeneID:379351,XB-GENE-22064000
Q7ZTJ3,NP_001079665.1,NM_001086196.1,GeneID:379352,XB-GENE-17338241
Q9PVZ2,NP_001079666.1,NM_001086197.1,GeneID:379353,XB-GENE-6256078
P55868,NP_001079667.1,NM_001086198.1,GeneID:379354,XB-GENE-5866216
Q01978,XP_018116184.1,XM_018260695.2,GeneID:379355,XB-GENE-865159
Q7ZWQ1,NP_001079670.1,NM_001086201.1,GeneID:379357,XB-GENE-17342204
Q7ZWP6,XP_041418006.1,XM_041562072.1,GeneID:379358,XB-GENE-6078579
Q7ZWP4,NP_001079672.1,NM_001086203.1,GeneID:379359,XB-GENE-947413
A0A8J0PNS4,NP_001079673.2,NM_001086204.1,GeneID:379360,XB-GENE-946303
Q7ZWP3,NP_001079674.1,NM_001086205.1,GeneID:379361,XB-GENE-5772364
Q7ZWP1,NP_001079676.1,NM_001086207.1,GeneID:379363,XB-GENE-6079145
O73766,NP_001079677.2,NM_001086208.3,GeneID:379364,XB-GENE-17338005
Q7ZWN4,NP_001079678.1,NM_001086209.1,GeneID:379365,XB-GENE-1005239
Q7ZWN0,NP_001079679.1,NM_001086210.1,GeneID:379366,XB-GENE-974445
Q7ZWM6,NP_001079680.1,NM_001086211.1,GeneID:379367,XB-GENE-1015264
Q98SP1,XP_041430009.1,XM_041574075.1,GeneID:379368,XB-GENE-970414
Q7ZTI9,NP_001079682.1,NM_001086213.1,GeneID:379369,XB-GENE-977273
Q7ZWL9,XP_041447092.1,XM_041591158.1,GeneID:379370,XB-GENE-1009853
Q7ZTI7,NP_001079685.1,NM_001086216.1,GeneID:379372,XB-GENE-5914661
Q7ZWL4,NP_001079686.1,NM_001086217.1,GeneID:379373,XB-GENE-998343
Q7ZWL2,NP_001079687.1,NM_001086218.1,GeneID:379374,XB-GENE-6256073
Q801S9,XP_041436781.1,XM_041580847.1,GeneID:379375,XB-GENE-993594
Q801S6,NP_001079689.1,NM_001086220.1,GeneID:379376,XB-GENE-6078958
Q7ZYV9,XP_041430010.1,XM_041574076.1,GeneID:379378,XB-GENE-941665
Q9I8S4,NP_001079692.1,NM_001086223.1,GeneID:379379,XB-GENE-6493979
Q91431,NP_001079694.2,NM_001086225.2,GeneID:379381,XB-GENE-6256071
Q801R5,NP_001079695.1,NM_001086226.1,GeneID:379382,NA
P13563,NP_001079696.1,NM_001086227.1,GeneID:379383,XB-GENE-6256069
Q801Q7,NP_001079697.1,NM_001086228.1,GeneID:379384,XB-GENE-1004666
Q801Q6,NP_001079698.1,NM_001086229.1,GeneID:379385,XB-GENE-17339491
Q9IAJ6,NP_001079699.1,NM_001086230.1,GeneID:379386,XB-GENE-974520
Q801Q2,NP_001079700.1,NM_001086231.1,GeneID:379387,XB-GENE-984005
Q801Q1,NP_001079701.1,NM_001086232.1,GeneID:379388,XB-GENE-5721258
Q801Q0,NP_001079702.1,NM_001086233.1,GeneID:379389,XB-GENE-17331875
Q801P9,NP_001079703.1,NM_001086234.1,GeneID:379390,XB-GENE-17340555
Q801P2,NP_001079704.1,NM_001086235.1,GeneID:379391,NA
Q801P0,NP_001079705.1,NM_001086236.1,GeneID:379392,XB-GENE-6256064
Q7ZWK2,NP_001079707.1,NM_001086238.1,GeneID:379394,XB-GENE-1219165
Q802C0,NP_001079708.1,NM_001086239.1,GeneID:379395,XB-GENE-997476
Q7ZSZ2,NP_001079709.1,NM_001086240.1,GeneID:379396,XB-GENE-6078955
Q9IAJ7,NP_001079710.1,NM_001086241.1,GeneID:379397,XB-GENE-972913
Q801N6,NP_001079711.1,NM_001086242.1,GeneID:379398,XB-GENE-6256062
Q801N1,NP_001079712.1,NM_001086243.1,GeneID:379399,XB-GENE-17339869
Q801M9,NP_001079713.1,NM_001086244.1,GeneID:379400,XB-GENE-6255827
Q7ZWJ2,NP_001079714.1,NM_001086245.1,GeneID:379401,XB-GENE-6255826
Q802B8,NP_001079717.1,NM_001086248.1,GeneID:379404,XB-GENE-17344893
Q91727,NP_001079719.1,NM_001086250.1,GeneID:379406,XB-GENE-5900736
Q7ZZH4,NP_001079720.1,NM_001086251.1,GeneID:379407,XB-GENE-971554
Q90Z58,NP_001079721.1,NM_001086252.1,GeneID:379408,XB-GENE-865935
Q7SZC1,NP_001079722.1,NM_001086253.1,GeneID:379409,XB-GENE-482147
Q7SZB8,NP_001079723.1,NM_001086254.2,GeneID:379410,XB-GENE-480519
O42149,NP_001079724.1,NM_001086255.1,GeneID:379411,XB-GENE-493544
Q7SZB5,NP_001079725.1,NM_001086256.2,GeneID:379412,XB-GENE-5822145
Q7SZB3,XP_041436785.1,XM_041580851.1,GeneID:379414,XB-GENE-979614
Q90YB2,NP_001079728.1,NM_001086259.1,GeneID:379415,XB-GENE-6255821
Q7SZA9,XP_018111937.1,XM_018256448.2,GeneID:379416,XB-GENE-865846
