GeneID:735223	XB-GENE-478088	tbx1.L	T-box 1 L homeolog
GeneID:379859	XB-GENE-856383	odc1.L	ornithine decarboxylase 1 L homeolog
GeneID:399323	XB-GENE-856460	lhx1.L	LIM homeobox 1 L homeolog
GeneID:446490	XB-GENE-856534	plxdc2.S	plexin domain containing 2 S homeolog
GeneID:496310	XB-GENE-862908	mcat.S	malonyl-CoA-acyl carrier protein transacylase S homeolog
GeneID:373588	XB-GENE-864792	wt1.S	WT1 transcription factor S homeolog
GeneID:735040	XB-GENE-864801	dmrt1.L	doublesex and mab-3 related transcription factor 1 L homeolog
GeneID:779263	XB-GENE-864802	osr2.L	odd-skipped related transciption factor 2 L homeolog
GeneID:378695	XB-GENE-864803	ins.L	insulin L homeolog
GeneID:398218	XB-GENE-864805	dazap1.S	DAZ associated protein 1 S homeolog
GeneID:398981	XB-GENE-864807	ddr1.L	discoidin domain receptor tyrosine kinase 1 L homeolog
GeneID:399364	XB-GENE-864808	wnt7b.L	Wnt family member 7B L homeolog
GeneID:379621	XB-GENE-864809	ctcf.L	CCCTC-binding factor L homeolog
GeneID:399287	XB-GENE-864810	prkci.L	protein kinase C iota L homeolog
GeneID:399196	XB-GENE-864811	gadd45g.L	growth arrest and DNA damage inducible gamma L homeolog
GeneID:100037070	XB-GENE-864813	hoxa9.S	homeobox A9 S homeolog
GeneID:373637	XB-GENE-864814	bax.S	BCL2-associated X protein S homeolog
GeneID:399124	XB-GENE-864815	zic1.S	Zic family member 1 S homeolog
GeneID:378633	XB-GENE-864816	smad3.L	SMAD family member 3 L homeolog
GeneID:100037059	XB-GENE-864817	runx2.L	RUNX family transcription factor 2 L homeolog
GeneID:394277	XB-GENE-864819	srf.L	serum response factor L homeolog
GeneID:779369	XB-GENE-864821	tbl1xr1.S	transducin (beta)-like 1 X-linked receptor 1 S homeolog
GeneID:373692	XB-GENE-864825	sia2.S	siamois homeodomain 2 S homeolog
GeneID:447131	XB-GENE-864827	myl2.S	myosin light chain 2 S homeolog
GeneID:398313	XB-GENE-864828	spry2.S	sprouty RTK signaling antagonist 2 S homeolog
GeneID:398666	XB-GENE-864831	c3.L	complement C3 L homeolog
GeneID:398053	XB-GENE-864833	admp.S	anti-dorsalizing morphogenic protein S homeolog
GeneID:397695	XB-GENE-864834	cdx1.S	caudal type homeobox 1 S homeolog
GeneID:398324	XB-GENE-864837	stat1.L	signal transducer and activator of transcription 1 L homeolog
GeneID:380418	XB-GENE-864839	tubb.L	tubulin beta class I L homeolog
GeneID:398734	XB-GENE-864840	esr1.L	estrogen receptor 1 L homeolog
GeneID:373624	XB-GENE-864842	nkx2-2.S	NK2 homeobox 2 S homeolog
GeneID:399400	XB-GENE-864843	jun.L	jun proto-oncogene L homeolog
GeneID:100381067	XB-GENE-864845	pax9.L	paired box 9 L homeolog
GeneID:378575	XB-GENE-864847	vdr.S	vitamin D receptor S homeolog
GeneID:379224	XB-GENE-864848	gadd45a.S	growth arrest and DNA damage inducible alpha S homeolog
GeneID:379985	XB-GENE-864849	hoxa3.S	homeobox A3 S homeolog
GeneID:594865	XB-GENE-864850	cdh3.L	cadherin 3 L homeolog
GeneID:100381085	XB-GENE-864853	tshb.S	thyroid stimulating hormone beta S homeolog
GeneID:494699	XB-GENE-864854	slc11a1.L	solute carrier family 11 member 1 L homeolog
GeneID:734558	XB-GENE-864855	tp53rk.S	TP53 regulating kinase S homeolog
GeneID:394405	XB-GENE-864856	ncoa2.S	nuclear receptor coactivator 2 S homeolog
GeneID:398988	XB-GENE-864860	nr1h5.L	nuclear receptor subfamily 1, group H, member 5 L homeolog
GeneID:373722	XB-GENE-864864	lrp5.L	LDL receptor related protein 5 L homeolog
GeneID:378613	XB-GENE-864865	sia1.L	siamois homeodomain 1 L homeolog
GeneID:495355	XB-GENE-864866	fgl2.L	fibrinogen like 2 L homeolog
GeneID:397817	XB-GENE-864868	casp2.L	caspase 2 L homeolog
GeneID:373596	XB-GENE-864869	timp3.L	TIMP metallopeptidase inhibitor 3 L homeolog
GeneID:397748	XB-GENE-864870	gsc.S	goosecoid homeobox S homeolog
GeneID:394276	XB-GENE-864871	rps6kb1.S	ribosomal protein S6 kinase B1 S homeolog
GeneID:379762	XB-GENE-864872	hnf4a.S	hepatocyte nuclear factor 4 alpha S homeolog
GeneID:432059	XB-GENE-864873	stam.L	signal transducing adaptor molecule L homeolog
GeneID:394386	XB-GENE-864878	mpo.L	myeloperoxidase L homeolog
GeneID:432339	XB-GENE-864883	hivep3.L	HIVEP zinc finger 3 L homeolog
GeneID:373719	XB-GENE-864885	hoxb3.S	homeobox B3 S homeolog
GeneID:432206	XB-GENE-864886	igf2.L	insulin like growth factor 2 L homeolog
GeneID:398144	XB-GENE-864887	gata5.S	GATA binding protein 5 S homeolog
GeneID:100158366	XB-GENE-864889	tnnt3.L	troponin T3, fast skeletal type L homeolog
GeneID:373646	XB-GENE-864891	nog.L	noggin L homeolog
GeneID:397788	XB-GENE-864893	arg2.L	arginase 2 L homeolog
GeneID:379598	XB-GENE-864894	ccn1.S	cellular communication network factor 1 S homeolog
GeneID:398350	XB-GENE-864895	gli1.S	GLI family zinc finger 1 S homeolog
GeneID:108709816	XB-GENE-864896	wnt10b.S	Wnt family member 10B S homeolog
GeneID:399154	XB-GENE-864898	gh1.S	growth hormone 1 S homeolog
GeneID:734154	XB-GENE-864899	foxp2.L	forkhead box P2 L homeolog
GeneID:373599	XB-GENE-864900	mamdc2.L	MAM domain containing 2 L homeolog
GeneID:378690	XB-GENE-864901	fabp2.L	fatty acid binding protein 2 L homeolog
GeneID:373597	XB-GENE-864903	nodal3.2.L	nodal homolog 3, gene 2 L homeolog
GeneID:379554	XB-GENE-864904	gzma.S	granzyme A S homeolog
GeneID:398182	XB-GENE-864908	barhl2.S	BarH like homeobox 2 S homeolog
GeneID:397818	XB-GENE-864909	casp6.L	caspase 6 L homeolog
GeneID:379920	XB-GENE-864911	atp1b1.S	ATPase Na+/K+ transporting subunit beta 1 S homeolog
GeneID:734639	XB-GENE-864912	wtap.L	WT1 associated protein L homeolog
GeneID:398047	XB-GENE-864913	shh.L	sonic hedgehog L homeolog
GeneID:378554	XB-GENE-864914	fap.L	fibroblast activation protein alpha L homeolog
GeneID:100158360	XB-GENE-864915	spred1.L	sprouty related, EVH1 domain containing 1 L homeolog
GeneID:734919	XB-GENE-864921	nelfe.L	negative elongation factor complex member E L homeolog
GeneID:494659	XB-GENE-864922	sfrp5.S	secreted frizzled-related protein 5 S homeolog
GeneID:432023	XB-GENE-864923	smad2.S	SMAD family member 2 S homeolog
GeneID:398846	XB-GENE-864924	slc20a1.L	solute carrier family 20  member 1 L homeolog
GeneID:444512	XB-GENE-864925	nr1h2.L	nuclear receptor subfamily 1 group H member 2 L homeolog
GeneID:444487	XB-GENE-864926	ncf2.L	neutrophil cytosolic factor 2 L homeolog
GeneID:444516	XB-GENE-864930	slc16a3.L	solute carrier family 16 member 3 L homeolog
GeneID:373820	XB-GENE-864933	gdf7.S	growth differentiation factor 7 S homeolog
GeneID:394293	XB-GENE-864935	igf2bp3.L	insulin like growth factor 2 mRNA binding protein 3 L homeolog
GeneID:397916	XB-GENE-864939	fxyd2.S	FXYD domain containing ion transport regulator 2 S homeolog
GeneID:398611	XB-GENE-864940	ppp2r3a.S	protein phosphatase 2 regulatory subunit B, alpha S homeolog
GeneID:398140	XB-GENE-864941	ventx3.2.S	VENT homeobox 3, gene 2 S homeolog
GeneID:446397	XB-GENE-864943	armc1.L	armadillo repeat containing 1 L homeolog
GeneID:398941	XB-GENE-864944	insrr.L	insulin receptor related receptor L homeolog
GeneID:779041	XB-GENE-864945	foxn3.S	forkhead box N3 S homeolog
GeneID:100036830	XB-GENE-864946	admp2.L	antidorsalizing morphogenetic protein 2 L homeolog
GeneID:398128	XB-GENE-864947	six6.L	SIX homeobox 6 L homeolog
GeneID:398709	XB-GENE-864948	tecta.2.S	tectorin alpha, gene 2 S homeolog
GeneID:379657	XB-GENE-864949	runx1.L	RUNX family transcription factor 1 L homeolog
GeneID:373625	XB-GENE-864950	ret.S	ret proto-oncogene S homeolog
GeneID:397950	XB-GENE-864952	hesx1.L	HESX homeobox 1 L homeolog
GeneID:398068	XB-GENE-864954	nodal.L	nodal growth differentiation factor L homeolog
GeneID:397825	XB-GENE-864955	fgb.L	fibrinogen beta chain L homeolog
GeneID:398226	XB-GENE-864957	sox18.L	SRY-box 18 L homeolog
GeneID:373574	XB-GENE-864958	sox12.S	SRY-box 12 S homeolog
GeneID:447482	XB-GENE-864959	dcn.L	decorin L homeolog
GeneID:780748	XB-GENE-864962	nodal5.L	nodal homolog 5 L homeolog
GeneID:100189573	XB-GENE-864964	mhc1-uba1.1.L	major histocompatibility complex, class 1, UB alpha chain, subfamily 1, member 1 L homeolog
GeneID:398304	XB-GENE-864966	ncor1.S	nuclear receptor corepressor 1 S homeolog
GeneID:735025	XB-GENE-864967	cdx2.L	caudal type homeobox 2 L homeolog
GeneID:446348	XB-GENE-864968	ccnj.S	cyclin J S homeolog
GeneID:447249	XB-GENE-864972	fibcd1.L	fibrinogen C domain containing 1 L homeolog
GeneID:373701	XB-GENE-864974	ctbp1.L	C-terminal binding protein 1 L homeolog
GeneID:394282	XB-GENE-864975	rfng.L	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase L homeolog
GeneID:735209	XB-GENE-864976	rab32.S	RAB32, member RAS oncogene family S homeolog
GeneID:100380948	XB-GENE-864979	slc12a5.L	solute carrier family 12 member 5 L homeolog
GeneID:378538	XB-GENE-864981	dhh.L	desert hedgehog L homeolog
GeneID:399110	XB-GENE-864982	jag1.L	jagged 1 L homeolog
GeneID:399354	XB-GENE-864983	bmp3.L	bone morphogenetic protein 3 L homeolog
GeneID:399427	XB-GENE-864986	foxk2.L	forkhead box K2 L homeolog
GeneID:414522	XB-GENE-864990	nlk.L	nemo-like kinase L homeolog
GeneID:378567	XB-GENE-864991	nr2e1.S	nuclear receptor subfamily 2 group E member 1 S homeolog
GeneID:100101340	XB-GENE-864993	nkx6-1.L	NK6 homeobox 1 L homeolog
GeneID:734990	XB-GENE-864994	rabgap1l.S	RAB GTPase activating protein 1-like S homeolog
GeneID:100337621	XB-GENE-864996	cdh11.S	cadherin 11 S homeolog
GeneID:432080	XB-GENE-864997	pdk1.L	pyruvate dehydrogenase kinase 1 L homeolog
GeneID:373659	XB-GENE-865001	rgn.L	regucalcin L homeolog
GeneID:447345	XB-GENE-865002	foxj2.S	forkhead box J2 S homeolog
GeneID:398549	XB-GENE-865003	hoxa7.L	homeobox A7 L homeolog
GeneID:399437	XB-GENE-865004	evx1.L	even-skipped homeobox 1 L homeolog
GeneID:398263	XB-GENE-865007	tek.S	TEK receptor tyrosine kinase S homeolog
GeneID:398132	XB-GENE-865008	pax8.L	paired box 8 L homeolog
GeneID:443637	XB-GENE-865009	jak2.L	Janus kinase 2 (a protein tyrosine kinase) L homeolog
GeneID:108706557	XB-GENE-865010	slc34a2.S	solute carrier family 34 member 2 S homeolog
GeneID:373845	XB-GENE-865014	hmx3.L	H6 family homeobox 3 L homeolog
GeneID:446719	XB-GENE-865015	cdkn2d.S	cyclin-dependent kinase inhibitor 2D S homeolog
GeneID:779087	XB-GENE-865016	gdnf.L	glial cell derived neurotrophic factor L homeolog
GeneID:373560	XB-GENE-865017	casp9.S	caspase 9 S homeolog
GeneID:734941	XB-GENE-865018	baiap2l1.L	BAI1 associated protein 2 like 1 L homeolog
GeneID:398060	XB-GENE-865019	cer1.S	cerberus 1, DAN family BMP antagonist S homeolog
GeneID:733406	XB-GENE-865022	foxr1.L	forkhead box R1 L homeolog
GeneID:108700236	XB-GENE-865023	lsm2.S	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated S homeolog
GeneID:100381153	XB-GENE-865024	dvl1.L	dishevelled segment polarity protein 1 L homeolog
GeneID:735032	XB-GENE-865025	mef2d.L	myocyte enhancer factor 2D L homeolog
GeneID:373598	XB-GENE-865026	klf9.L	KLF transcription factor 9 L homeolog
GeneID:495834	XB-GENE-865028	nfe2.S	nuclear factor, erythroid 2 S homeolog
GeneID:446261	XB-GENE-865031	arx.L	aristaless related homeobox L homeolog
GeneID:398145	XB-GENE-865032	tacc3.S	transforming acidic coiled-coil containing protein 3 S homeolog
GeneID:100037139	XB-GENE-865034	znf326.S	zinc finger protein 326 S homeolog
GeneID:100335135	XB-GENE-865035	smarca4.S	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 S homeolog
GeneID:399283	XB-GENE-865037	acvr2a.L	activin A receptor type 2A L homeolog
GeneID:108701464	XB-GENE-865038	nrp2.L	neuropilin 2 L homeolog
GeneID:398716	XB-GENE-865039	prmt1.L	protein arginine methyltransferase 1 L homeolog
GeneID:398022	XB-GENE-865040	igf1r.S	insulin like growth factor 1 receptor S homeolog
GeneID:100037079	XB-GENE-865041	casp7.S	caspase 7 S homeolog
GeneID:394320	XB-GENE-865042	nppa.L	natriuretic peptide A L homeolog
GeneID:100126611	XB-GENE-865044	cul5.L	cullin 5 L homeolog
GeneID:779066	XB-GENE-865045	arf4.L	ADP ribosylation factor 4 L homeolog
GeneID:379100	XB-GENE-865046	pax6.L	paired box 6 L homeolog
GeneID:397706	XB-GENE-865047	wnt4.L	Wnt family member 4 L homeolog
GeneID:495683	XB-GENE-865048	stat6.L	signal transducer and activator of transcription 6 L homeolog
GeneID:378589	XB-GENE-865049	hnf1a.S	HNF1 homeobox A S homeolog
GeneID:397983	XB-GENE-865050	rarg.S	retinoic acid receptor gamma S homeolog
GeneID:394424	XB-GENE-865051	sec61g.L	SEC61  translocon gamma subunit L homeolog
GeneID:100381086	XB-GENE-865052	igfbpl1.L	insulin like growth factor binding protein-like 1 L homeolog
GeneID:432044	XB-GENE-865054	pcdh20.S	protocadherin 20 S homeolog
GeneID:378540	XB-GENE-865057	ihh.S	indian hedgehog S homeolog
GeneID:378558	XB-GENE-865058	vsig1.L	V-set and immunoglobulin domain containing 1 L homeolog
GeneID:100037058	XB-GENE-865061	vegfa.S	vascular endothelial growth factor A S homeolog
GeneID:735079	XB-GENE-865062	cenpa.L	centromere protein A L homeolog
GeneID:100036787	XB-GENE-865064	nkiras1.S	NFKB inhibitor interacting Ras-like 1 S homeolog
GeneID:779321	XB-GENE-865066	bves.S	blood vessel epicardial substance S homeolog
GeneID:397966	XB-GENE-865067	sox17a.L	SRY-box 17 alpha L homeolog
GeneID:397917	XB-GENE-865069	slc9a1.S	solute carrier family 9 member 1 S homeolog
GeneID:399190	XB-GENE-865070	fzd3.L	frizzled class receptor 3 L homeolog
GeneID:373578	XB-GENE-865073	wnt1.L	Wnt family member 1 L homeolog
GeneID:100301952	XB-GENE-865075	nfic.L	nuclear factor I C L homeolog
GeneID:373841	XB-GENE-865076	irx5.L	iroquois homeobox 5 L homeolog
GeneID:100037146	XB-GENE-865078	pfkp.S	phosphofructokinase, platelet S homeolog
GeneID:734495	XB-GENE-865079	ryk.S	receptor like tyrosine kinase S homeolog
GeneID:443706	XB-GENE-865080	prrt1.L	proline rich transmembrane protein 1 L homeolog
GeneID:397744	XB-GENE-865084	fn1.S	fibronectin 1 S homeolog
GeneID:373633	XB-GENE-865085	pgr.L	progesterone receptor L homeolog
GeneID:444663	XB-GENE-865094	pcdh8.L	protocadherin 8 L homeolog
GeneID:779266	XB-GENE-865095	nkx6-2.L	NK6 homeobox 2 L homeolog
GeneID:399094	XB-GENE-865098	grem1.L	gremlin 1, DAN family BMP antagonist L homeolog
GeneID:398000	XB-GENE-865099	sox2.L	SRY-box 2 L homeolog
GeneID:100380949	XB-GENE-865100	pik3c2a.L	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha L homeolog
GeneID:494851	XB-GENE-865101	carm1.S	coactivator associated arginine methyltransferase 1 S homeolog
GeneID:779067	XB-GENE-865102	opn4.L	opsin 4 L homeolog
GeneID:373627	XB-GENE-865103	cdh6.L	cadherin 6 L homeolog
GeneID:494669	XB-GENE-865104	mapk11.S	mitogen-activated protein kinase 11 S homeolog
GeneID:495140	XB-GENE-865106	mip.L	major intrinsic protein of lens fiber L homeolog
GeneID:373642	XB-GENE-865107	gata1.L	GATA binding protein 1 L homeolog
GeneID:444391	XB-GENE-865109	zeb1.L	zinc finger E-box binding homeobox 1 L homeolog
GeneID:432077	XB-GENE-865111	pbx2.L	pre-B-cell leukemia homeobox 2 L homeolog
GeneID:378556	XB-GENE-865112	thibz.S	thyroid hormone induced bZip protein S homeolog
GeneID:399082	XB-GENE-865113	gata6.L	GATA binding protein 6 L homeolog
GeneID:379659	XB-GENE-865114	smad9.S	SMAD family member 9 S homeolog
GeneID:734982	XB-GENE-865117	frzb.S	frizzled related protein S homeolog
GeneID:100126604	XB-GENE-865118	isl1.S	ISL LIM homeobox 1 S homeolog
GeneID:446549	XB-GENE-865119	snip1.S	Smad nuclear interacting protein 1 S homeolog
GeneID:379703	XB-GENE-865121	nfe2l1.S	NFE2 like bZIP transcription factor 1 S homeolog
GeneID:735030	XB-GENE-865122	foxc2.L	forkhead box C2 L homeolog
GeneID:398372	XB-GENE-865123	smurf2.S	SMAD specific E3 ubiquitin protein ligase 2 S homeolog
GeneID:378655	XB-GENE-865124	aqp2.S	aquaporin 2 S homeolog
GeneID:373641	XB-GENE-865126	hand2.L	heart and neural crest derivatives expressed 2 L homeolog
GeneID:398153	XB-GENE-865127	ghr.L	growth hormone receptor L homeolog
GeneID:398249	XB-GENE-865130	kremen1.S	kringle containing transmembrane protein 1 S homeolog
GeneID:100037151	XB-GENE-865131	aqp11.L	aquaporin 11 L homeolog
GeneID:399381	XB-GENE-865132	csnk1e.L	casein kinase 1 epsilon L homeolog
GeneID:397768	XB-GENE-865134	ppard.S	peroxisome proliferator activated receptor delta S homeolog
GeneID:108717734	XB-GENE-865135	six2.S	SIX homeobox 2 S homeolog
GeneID:734914	XB-GENE-865137	trnt1.L	tRNA nucleotidyl transferase, CCA-adding, 1 L homeolog
GeneID:397700	XB-GENE-865139	nr5a2.S	nuclear receptor subfamily 5 group A member 2 S homeolog
GeneID:444369	XB-GENE-865140	nr1d1.L	nuclear receptor subfamily 1 group D member 1 L homeolog
GeneID:414482	XB-GENE-865141	nucb1.S	nucleobindin 1 S homeolog
GeneID:100381087	XB-GENE-865142	nsa2.L	NSA2, ribosome biogenesis homolog L homeolog
GeneID:394330	XB-GENE-865143	hoxc6.S	homeobox C6 S homeolog
GeneID:397869	XB-GENE-865144	hba1.S	hemoglobin subunit alpha 1 S homeolog
GeneID:734198	XB-GENE-865146	c2.L	complement C2 L homeolog
GeneID:399273	XB-GENE-865147	gata2.L	GATA binding protein 2 L homeolog
GeneID:100037249	XB-GENE-865152	apln.L	apelin L homeolog
GeneID:399192	XB-GENE-865153	fzd4.S	frizzled class receptor 4 S homeolog
GeneID:494796	XB-GENE-865154	suclg1.L	succinate-CoA ligase, alpha subunit L homeolog
GeneID:398161	XB-GENE-865156	ptprs.S	protein tyrosine phosphatase receptor type S S homeolog
GeneID:100049784	XB-GENE-865157	wnt10a.L	Wnt family member 10A L homeolog
GeneID:386733	XB-GENE-865158	sostdc1.S	sclerostin domain containing 1 S homeolog
GeneID:379355	XB-GENE-865159	tcf3.L	transcription factor 3 L homeolog
GeneID:735057	XB-GENE-865161	atat1.S	alpha tubulin acetyltransferase 1 S homeolog
GeneID:447706	XB-GENE-865168	ddx39b.L	DEAD-box helicase 39B L homeolog
GeneID:399155	XB-GENE-865171	ptprd.S	protein tyrosine phosphatase receptor type D S homeolog
GeneID:494832	XB-GENE-865172	pygl.S	phosphorylase, glycogen, liver S homeolog
GeneID:398118	XB-GENE-865179	crx.L	cone-rod homeobox L homeolog
GeneID:100036911	XB-GENE-865180	hoxd3.L	homeobox D3 L homeolog
GeneID:100036832	XB-GENE-865182	rasl10b.L	RAS like family 10 member B L homeolog
GeneID:432256	XB-GENE-865183	cga.L	glycoprotein hormones, alpha polypeptide L homeolog
GeneID:496325	XB-GENE-865184	rxrg.L	retinoid X receptor gamma L homeolog
GeneID:397961	XB-GENE-865187	not.S	notochord homeobox S homeolog
GeneID:496399	XB-GENE-865189	foxe1.L	forkhead box E1 L homeolog
GeneID:734952	XB-GENE-865192	ccnt1.L	cyclin T1 L homeolog
GeneID:447353	XB-GENE-865193	dner.L	delta/notch like EGF repeat containing L homeolog
GeneID:399295	XB-GENE-865194	tgfbr1.S	transforming growth factor beta receptor I S homeolog
GeneID:432079	XB-GENE-865196	frs3.S	fibroblast growth factor receptor substrate 3 S homeolog
GeneID:100101319	XB-GENE-865197	nkx6-3.L	NK6 homeobox 3 L homeolog
GeneID:734180	XB-GENE-865198	nog4.S	noggin 4 S homeolog
GeneID:100049094	XB-GENE-865199	tcf25.L	transcription factor 25 L homeolog
GeneID:379243	XB-GENE-865200	tnni2.S	troponin I2, fast skeletal type S homeolog
GeneID:404227	XB-GENE-865202	prkcd.L	protein kinase C delta L homeolog
GeneID:444748	XB-GENE-865203	flii.S	FLII actin remodeling protein S homeolog
GeneID:398926	XB-GENE-865204	bag6.S	BAG cochaperone 6 S homeolog
GeneID:397701	XB-GENE-865205	fgfr4.L	fibroblast growth factor receptor 4 L homeolog
GeneID:734423	XB-GENE-865206	ccnk.L	cyclin K L homeolog
GeneID:378685	XB-GENE-865207	rxra.L	retinoid X receptor alpha L homeolog
GeneID:379216	XB-GENE-865209	ckmt1b.L	creatine kinase, mitochondrial 1B L homeolog
GeneID:399275	XB-GENE-865212	tbxt.S	T-box transcription factor T S homeolog
GeneID:397851	XB-GENE-865213	polg.L	polymerase (DNA) gamma, catalytic subunit L homeolog
GeneID:495007	XB-GENE-865215	fzd6.S	frizzled class receptor 6 S homeolog
GeneID:379991	XB-GENE-865216	map2k1.L	mitogen-activated protein kinase kinase 1 L homeolog
GeneID:380474	XB-GENE-865218	nudcd1.S	NudC domain containing 1 S homeolog
GeneID:399083	XB-GENE-865219	acvr1.S	activin A receptor type 1 S homeolog
GeneID:734206	XB-GENE-865223	stard13.S	StAR related lipid transfer domain containing 13 S homeolog
GeneID:734739	XB-GENE-865225	mrps18b.S	mitochondrial ribosomal protein S18B S homeolog
GeneID:399398	XB-GENE-865226	foxf1.L	forkhead box F1 L homeolog
GeneID:398763	XB-GENE-865228	agtr1.L	angiotensin II receptor type 1 L homeolog
GeneID:379689	XB-GENE-865230	ppt2.L	palmitoyl-protein thioesterase 2 L homeolog
GeneID:100337587	XB-GENE-865231	cdhr1.L	cadherin related family member 1 L homeolog
GeneID:496396	XB-GENE-865233	hivep1.S	HIVEP zinc finger 1 S homeolog
GeneID:735215	XB-GENE-865234	rab2a.L	RAB2A, member RAS oncogene family L homeolog
GeneID:734912	XB-GENE-865236	foxc1.L	forkhead box C1 L homeolog
GeneID:100036840	XB-GENE-865237	csnk1g3.L	casein kinase 1 gamma 3 L homeolog
GeneID:446928	XB-GENE-865238	apom.L	apolipoprotein M L homeolog
GeneID:734440	XB-GENE-865243	bmp6.S	bone morphogenetic protein 6 S homeolog
